timestamp,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
1756679400000,109126.1,109126.3,108789.0,108796.8,657.897,1756680299999,71655850.80880,14647,287.669,31333510.21780,0
1756680300000,108796.7,108887.5,108700.0,108842.4,600.194,1756681199999,65291948.76000,15186,259.060,28183753.61510,0
1756681200000,108842.3,108866.7,108557.6,108635.1,985.709,1756682099999,107097198.80620,23199,355.478,38624179.34270,0
1756682100000,108635.1,108635.1,108300.0,108336.8,1998.59,1756682999999,216727479.29820,37012,736.187,79833583.94670,0
1756683000000,108336.7,108388.4,108021.0,108218.9,3245.866,1756683899999,351165828.52160,52789,1798.065,194564794.21410,0
1756683900000,108218.9,108314.1,108116.6,108208.4,1365.04,1756684799999,147715212.20760,27211,734.671,79502329.07430,0
1756684800000,108208.4,108295.8,107926.2,107927.3,2581.474,1756685699999,278886774.83740,45686,1004.188,108490830.09080,0
1756685700000,107927.3,108043.6,107588.0,107780.1,3306.93,1756686599999,356386083.26850,58056,1532.862,165170862.70500,0
1756686600000,107780.1,108182.6,107624.6,108129.6,2514.009,1756687499999,271324201.93820,53885,1479.820,159682904.60650,0
1756687500000,108129.6,108372.5,108028.6,108180.1,1590.374,1756688399999,172117606.51170,38766,875.400,94744329.64300,0
1756688400000,108180.0,108323.8,107917.3,108096.8,1329.011,1756689299999,143714595.95120,34718,611.913,66180638.47580,0
1756689300000,108096.7,108252.9,107961.4,108200.0,739.053,1756690199999,79925472.34470,28162,391.622,42353280.74380,0
1756690200000,108200.1,108266.0,108010.0,108261.5,817.495,1756691099999,88397609.82070,30022,456.728,49384257.11120,0
1756691100000,108261.4,108447.6,107931.5,108110.0,1288.489,1756691999999,139393365.52030,35839,641.405,69401168.07950,0
